"Área de referencia","Fuente","Desajuste","Actividad económica","Año","Mujeres","Hombres"
"Panamá","EFT - Encuesta de Mercado Laboral","No clasificado en otra parte","Agricultura","2024","1.1","2.4"
"Panamá","EFT - Encuesta de Mercado Laboral","No clasificado en otra parte","Manufacturas","2024","3.9","2.8"
"Panamá","EFT - Encuesta de Mercado Laboral","No clasificado en otra parte","Construcción","2024","1.3","2.9"
"Panamá","EFT - Encuesta de Mercado Laboral","No clasificado en otra parte","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2024","0.4","0.5"
"Panamá","EFT - Encuesta de Mercado Laboral","No clasificado en otra parte","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2024","30.2","24.8"
"Panamá","EFT - Encuesta de Mercado Laboral","No clasificado en otra parte","Administración pública y servicios y actividades comunales y sociales","2024","36.1","16.7"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Total","Total","2025","8014.3","9821.8"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Total","Agricultura","2025","1766","2449"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Total","Manufacturas","2025","629","901.7"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Total","Construcción","2025","68.8","1101.7"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Total","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2025","56.4","240.4"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Total","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2025","3633.7","3800.4"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Total","Administración pública y servicios y actividades comunales y sociales","2025","1860.4","1328.6"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Poco educado","Total","2025","2979.9","2557.7"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Poco educado","Agricultura","2025","1088.6","923.2"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Poco educado","Manufacturas","2025","197","192.4"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Poco educado","Construcción","2025","17.1","322.4"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Poco educado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2025","27.2","62.9"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Poco educado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2025","1156","799.4"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Poco educado","Administración pública y servicios y actividades comunales y sociales","2025","493.9","257.2"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Emparejado","Total","2025","3651.7","5240.7"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Emparejado","Agricultura","2025","458.8","927.5"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Emparejado","Manufacturas","2025","320.3","559.5"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Emparejado","Construcción","2025","36.2","650.5"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Emparejado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2025","19.6","135.6"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Emparejado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2025","1812","2293.6"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Emparejado","Administración pública y servicios y actividades comunales y sociales","2025","1004.8","674"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Sobre educado","Total","2025","1362.9","1924.6"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Sobre educado","Agricultura","2025","218.6","598.3"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Sobre educado","Manufacturas","2025","111.7","149.7"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Sobre educado","Construcción","2025","15.5","128.8"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Sobre educado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2025","9.6","41.8"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Sobre educado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2025","665.7","707.4"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Sobre educado","Administración pública y servicios y actividades comunales y sociales","2025","341.7","298.5"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","No clasificado en otra parte","Total","2025","19.9","98.8"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","No clasificado en otra parte","Administración pública y servicios y actividades comunales y sociales","2025","19.9","98.8"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Total","Total","2024","1224.5","1668"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Total","Agricultura","2024","53.7","353.3"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Total","Manufacturas","2024","191","222.4"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Total","Construcción","2024","7.7","230.4"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Total","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2024","4","18"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Total","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2024","628.6","620.7"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Total","Administración pública y servicios y actividades comunales y sociales","2024","339.6","223.2"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Poco educado","Total","2024","537.1","626.7"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Poco educado","Agricultura","2024","12.2","80.6"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Poco educado","Manufacturas","2024","70.6","87.2"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Poco educado","Construcción","2024","1.8","79.7"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Poco educado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2024","1.6","9.7"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Poco educado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2024","375.2","296.5"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Poco educado","Administración pública y servicios y actividades comunales y sociales","2024","75.6","73"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Emparejado","Total","2024","378","505.3"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Emparejado","Agricultura","2024","19.8","121.5"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Emparejado","Manufacturas","2024","47","62.5"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Emparejado","Construcción","2024","2.1","61.2"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Emparejado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2024","0.8","6.1"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Emparejado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2024","158","174.2"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Emparejado","Administración pública y servicios y actividades comunales y sociales","2024","150.3","79.7"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Sobre educado","Total","2024","295.6","506.6"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Sobre educado","Agricultura","2024","21.7","151"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Sobre educado","Manufacturas","2024","72.2","71.1"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Sobre educado","Construcción","2024","3.8","88.9"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Sobre educado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2024","1.5","2.1"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Sobre educado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2024","86.5","142"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Sobre educado","Administración pública y servicios y actividades comunales y sociales","2024","109.9","51.5"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","No clasificado en otra parte","Total","2024","13.9","29.4"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","No clasificado en otra parte","Agricultura","2024",,
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","No clasificado en otra parte","Manufacturas","2024","1.1","1.7"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","No clasificado en otra parte","Construcción","2024",,"0.6"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","No clasificado en otra parte","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2024",,
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","No clasificado en otra parte","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2024","8.8","8"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","No clasificado en otra parte","Administración pública y servicios y actividades comunales y sociales","2024","3.8","19"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Total","Total","2016","75.5","114.2"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Total","Agricultura","2016","4.2","10.1"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Total","Manufacturas","2016","6.8","17.3"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Total","Construcción","2016","0.8","14.8"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Total","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2016","0.6","7.3"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Total","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2016","26.6","41.5"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Total","Administración pública y servicios y actividades comunales y sociales","2016","34.9","21.2"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Total","Sin clasificar","2016","1.5","2"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Poco educado","Total","2016","13.6","24.1"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Poco educado","Agricultura","2016","0.6","1.2"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Poco educado","Manufacturas","2016","1.9","4.5"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Poco educado","Construcción","2016",,"3.8"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Poco educado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2016",,"1.8"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Poco educado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2016","5","8.9"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Poco educado","Administración pública y servicios y actividades comunales y sociales","2016","5.9","3.6"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Poco educado","Sin clasificar","2016",,"0.3"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Emparejado","Total","2016","22.4","36"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Emparejado","Agricultura","2016","0.8","2.9"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Emparejado","Manufacturas","2016","1.8","5.4"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Emparejado","Construcción","2016",,"6.6"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Emparejado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2016",,"2.3"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Emparejado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2016","8.3","12.7"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Emparejado","Administración pública y servicios y actividades comunales y sociales","2016","10.8","5.7"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Emparejado","Sin clasificar","2016",,
"Suriname","EIGH - Encuesta de Condiciones de Vida","Sobre educado","Total","2016","14.1","23"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Sobre educado","Agricultura","2016","1.4","3.7"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Sobre educado","Manufacturas","2016","1.1","3.3"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Sobre educado","Construcción","2016",,"1.1"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Sobre educado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2016",,"1.9"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Sobre educado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2016","5.1","8.2"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Sobre educado","Administración pública y servicios y actividades comunales y sociales","2016","6.1","4.5"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Sobre educado","Sin clasificar","2016",,
"Suriname","EIGH - Encuesta de Condiciones de Vida","No clasificado en otra parte","Total","2016","25.5","31.1"
"Suriname","EIGH - Encuesta de Condiciones de Vida","No clasificado en otra parte","Agricultura","2016","1.4","2.2"
"Suriname","EIGH - Encuesta de Condiciones de Vida","No clasificado en otra parte","Manufacturas","2016","2","4"
"Suriname","EIGH - Encuesta de Condiciones de Vida","No clasificado en otra parte","Construcción","2016","0.3","3.4"
"Suriname","EIGH - Encuesta de Condiciones de Vida","No clasificado en otra parte","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2016",,"1.2"
"Suriname","EIGH - Encuesta de Condiciones de Vida","No clasificado en otra parte","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2016","8.3","11.7"
"Suriname","EIGH - Encuesta de Condiciones de Vida","No clasificado en otra parte","Administración pública y servicios y actividades comunales y sociales","2016","12.1","7.4"
"Suriname","EIGH - Encuesta de Condiciones de Vida","No clasificado en otra parte","Sin clasificar","2016","1.2","1.2"
"Uruguay","EFT - Encuesta Continua de Hogares","Total","Total","2024","780.4","957.1"
"Uruguay","EFT - Encuesta Continua de Hogares","Total","Agricultura","2024","28.8","112.3"
"Uruguay","EFT - Encuesta Continua de Hogares","Total","Manufacturas","2024","58.2","111.2"
"Uruguay","EFT - Encuesta Continua de Hogares","Total","Construcción","2024","5.8","121.6"
"Uruguay","EFT - Encuesta Continua de Hogares","Total","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2024","3.5","19.6"
"Uruguay","EFT - Encuesta Continua de Hogares","Total","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2024","300.7","402.6"
"Uruguay","EFT - Encuesta Continua de Hogares","Total","Administración pública y servicios y actividades comunales y sociales","2024","383.4","189.7"
"Uruguay","EFT - Encuesta Continua de Hogares","Poco educado","Total","2024","148","252.4"
"Uruguay","EFT - Encuesta Continua de Hogares","Poco educado","Agricultura","2024","4.1","22.3"
"Uruguay","EFT - Encuesta Continua de Hogares","Poco educado","Manufacturas","2024","13.9","38.8"
"Uruguay","EFT - Encuesta Continua de Hogares","Poco educado","Construcción","2024","1","26.4"
"Uruguay","EFT - Encuesta Continua de Hogares","Poco educado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2024","0.5","5.8"
"Uruguay","EFT - Encuesta Continua de Hogares","Poco educado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2024","58","114.1"
"Uruguay","EFT - Encuesta Continua de Hogares","Poco educado","Administración pública y servicios y actividades comunales y sociales","2024","70.5","45"
"Uruguay","EFT - Encuesta Continua de Hogares","Emparejado","Total","2024","392.6","428.3"
"Uruguay","EFT - Encuesta Continua de Hogares","Emparejado","Agricultura","2024","12.5","54.9"
"Uruguay","EFT - Encuesta Continua de Hogares","Emparejado","Manufacturas","2024","25.8","45.9"
"Uruguay","EFT - Encuesta Continua de Hogares","Emparejado","Construcción","2024","2.6","58"
"Uruguay","EFT - Encuesta Continua de Hogares","Emparejado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2024","1.8","7.8"
"Uruguay","EFT - Encuesta Continua de Hogares","Emparejado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2024","150.9","179.9"
"Uruguay","EFT - Encuesta Continua de Hogares","Emparejado","Administración pública y servicios y actividades comunales y sociales","2024","199","81.7"
"Uruguay","EFT - Encuesta Continua de Hogares","Sobre educado","Total","2024","238.6","265.7"
"Uruguay","EFT - Encuesta Continua de Hogares","Sobre educado","Agricultura","2024","12.2","34.9"
"Uruguay","EFT - Encuesta Continua de Hogares","Sobre educado","Manufacturas","2024","18.5","26.5"
"Uruguay","EFT - Encuesta Continua de Hogares","Sobre educado","Construcción","2024","2.2","37.2"
"Uruguay","EFT - Encuesta Continua de Hogares","Sobre educado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2024","1.2","6"
"Uruguay","EFT - Encuesta Continua de Hogares","Sobre educado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2024","91.6","108.1"
"Uruguay","EFT - Encuesta Continua de Hogares","Sobre educado","Administración pública y servicios y actividades comunales y sociales","2024","112.9","53.1"
"Uruguay","EFT - Encuesta Continua de Hogares","No clasificado en otra parte","Total","2024","1.3","10.7"
"Uruguay","EFT - Encuesta Continua de Hogares","No clasificado en otra parte","Agricultura","2024","0","0.2"
"Uruguay","EFT - Encuesta Continua de Hogares","No clasificado en otra parte","Manufacturas","2024",,
"Uruguay","EFT - Encuesta Continua de Hogares","No clasificado en otra parte","Construcción","2024",,
"Uruguay","EFT - Encuesta Continua de Hogares","No clasificado en otra parte","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2024","0.3","0.5"
"Uruguay","EFT - Encuesta Continua de Hogares","No clasificado en otra parte","Administración pública y servicios y actividades comunales y sociales","2024","1","9.9"
