,Agricultural land (% of land area),"Human capital index plus (HCI+): education pillar score, female (scale 0-188)","Human capital index plus (HCI+): education pillar score, male (scale 0-188)","Human capital index plus (HCI+): education pillar score, total (scale 0-188)","Human capital index plus (HCI+): health pillar score, female (scale 0-50)","Human capital index plus (HCI+): health pillar score, male (scale 0-50)","Human capital index plus (HCI+): health pillar score, total (scale 0-50)","Human capital index plus (HCI+): on-the-job learning pillar score, female (scale -30-87)","Human capital index plus (HCI+): on-the-job learning pillar score, male (scale -30-87)","Human capital index plus (HCI+): on-the-job learning pillar score, total (scale -30-87)","Human capital index plus (HCI+): overall score, female (scale 0-325)","Human capital index plus (HCI+): overall score, male (scale 0-325)","Human capital index plus (HCI+): overall score, total (scale 0-325)",Firms with female top manager (% of firms),Firms with female participation in ownership (% of firms),"Individuals using the Internet, female (% of female population)","Individuals using the Internet, male (% of male population)","Literacy rate, adult female (% of females 15+)","Literacy rate, adult male (% of males ages 15 and above)","School enrollment, preprimary (% gross)","School enrollment, preprimary, female (% gross)","Primary completion rate, female (% of relevant age group)","Primary completion rate, male (% of relevant age group)","Educational attainment, at least completed primary, population 25+, female (%) (cumulative)","Educational attainment, at least completed primary, population 25+, male (%) (cumulative)","Persistence to last grade of primary, female (% of cohort)","Persistence to last grade of primary, male (% of cohort)","Children out of school, female (% of female primary school age)","Children out of school, male (% of male primary school age)","Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)","Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","Secondary education, duration (years)","School enrollment, secondary, female (gross %)","Adolescents out of school, female (% of female lower secondary school age)","Adolescents out of school, male (% of male lower secondary school age)","Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)","School enrollment, tertiary, female (gross %)",Proportion of seats held by women in national parliaments (%),Women Business and the Law Index Score (scale 1-100),"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)","Maternal mortality ratio (per 100,000 live births)","Employment in agriculture, female (% of female employment)","Employers, female (% of female employment)","Employers, male (% of male employment) (modeled ILO estimate)","Self-employed, female (% of female employment)","Self-employed, male (% of male employment) (modeled ILO estimate)",Female share of employment in senior and middle management (%),"Vulnerable employment, female (% of female employment)","Vulnerable employment, male (% of male employment)","Wage & salaried workers, female (% of female employment)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)","Employment in industry, female (% of female employment)","Employment in industry, male (% of male employment) (modeled ILO estimate)","Employment in services, female (% of female employment)","Employment in services, male (% of male employment) (modeled ILO estimate)","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","Labor force with advanced education, female (% of female working-age population with advanced education)","Labor force with advanced education, male (% of male working-age population with advanced education)","Labor force with basic education, female (% of female working-age population with basic education)","Labor force with basic education, male (% of male working-age population with basic education)","Labor force participation rate, female (% of female population 15+)","Labor force participation rate, male (% of male population 15+)","Labor force with intermediate education, female (% of female working-age population with intermediate education)","Labor force with intermediate education, male (% of male working-age population with intermediate education)","Part time employment, female (% of total female employment)","Part time employment, male (% of total male employment)","Unemployment rate, female (% of female labor force)","Unemployment rate, male (% of male labor force)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Fertility rate, total (births per woman)"
"Employment in agriculture, female (% of female employment)",-0.33879476019870924,-0.1252314129455316,-0.04511840252657598,-0.0597705202642571,-0.4933335636965327,-0.35643463004556974,-0.4335205163134401,0.01781745674264092,0.22536706652849783,0.13387677538367163,-0.12004004549969263,0.023234866115042743,-0.03677835695223015,-0.014085179765107023,0.26326306845247255,-0.4766846518086956,-0.445183361258644,-0.2048314482910037,0.14928457338849974,-0.05263988360210171,-0.05251912705674379,0.03925032706178503,0.026962177850312956,-0.3181144043131449,-0.09322075280960529,0.03617010896431976,0.06562827968192865,-0.20641735230955588,-0.12361583619032576,-0.056933186608352844,0.14923769118024563,-0.07344446353926616,-0.10943670704206918,-0.0005326419386934534,-0.06461846511203395,0.11584142533336936,0.08651941943564859,-0.15526922318625708,-0.5054045166099811,-0.3184587974538972,-0.14716475353057365,-0.23985559826314623,0.18926130289668852,0.26423326809945474,0.9999999999999993,-0.9999999999999993,0.09831193309209477,1.0,-0.2621270854581129,-0.2504195221391703,0.7747277945411665,0.5709389631109615,-0.3683030039992864,0.8008213174530368,0.6033673635657899,-0.7747279411891462,-0.5709390207346604,0.926801489025037,0.8271876436415081,-0.05524549275134839,-0.34109310304264157,-0.9299028904642338,-0.5579057939879741,0.2500307435972881,0.48162849422536796,0.24552664338304284,0.004018333464423892,0.6918772383860243,0.40601243248954016,0.44311871091766986,0.5707571363712415,0.2905733145508347,0.5813854764316153,0.6084688262632388,0.6228891800009836,-0.3561715648112077,-0.3849312859867332,0.21154462325914772,0.3522759793692491
"Employers, female (% of female employment)",0.09189561289431071,-0.3893891380551324,-0.40232969684702713,-0.4121542829104582,-0.1567188801069853,-0.17160832519487437,-0.16366010907685052,-0.420135692078866,0.2677311056481647,-0.3376813552313266,-0.46753257420263555,-0.4623678973905095,-0.4909444296718067,-0.17626819835947158,-0.4300457142070545,-0.160816608721468,-0.18902053315887676,-0.2816395857387067,-0.5911580588705733,-0.24420344267500343,-0.24732106664586945,-0.6815185149605235,-0.7107982483910321,-0.31492828100590387,-0.5225743903143184,-0.21874147894015555,-0.27618366503999126,0.8467406696498325,0.8358882762624096,-0.49246622961412,-0.4997391247096707,-0.28547211379355963,-0.4570211332724057,0.6070154274819359,0.5721553894282206,-0.5235014569622006,-0.441847660655204,0.05173791800997701,0.19373323356369224,0.019062541347906747,-0.38602900196595896,-0.432944668971624,-0.04847886201096491,-0.29471021164019595,-1.0,1.0,-0.12273229951094662,-0.2621270854581129,1.0,0.9074028464311978,0.10749201041236528,-0.15354886363950515,0.3835050938040675,0.02484554464555635,-0.3375068206010546,-0.10749215583901421,0.15354924914790563,-0.12850841099717322,0.009508905474421247,0.4719025832780693,0.025609690529316838,0.0752524053229649,-0.30478051999361744,-0.45229936812726323,-0.32861906903027743,-0.11408194239553211,0.0842664740721323,-0.1710560484324541,0.19191759443434156,-0.3947634535975293,-0.1372559372433154,-0.234857413537049,-0.1316945106589463,-0.3374488185710625,-0.31275225386318184,-0.23063048680805626,-0.2522913073648139,0.39108583759381005,0.30784109377627117
"Employers, male (% of male employment) (modeled ILO estimate)",0.2629172997142293,-0.2758510600770038,-0.29956291865508566,-0.28893905993782254,-0.0428324579632919,-0.07067978706876323,-0.05432269613319655,-0.23080388209168753,0.33265934860427965,-0.10454635967933366,-0.34533367621101807,-0.3621756218115662,-0.36241062953574465,-0.5210633888009746,-0.4650269977601514,0.06597360591822986,0.054298452705774124,-0.1512466207316108,-0.42354676815580355,-0.21370426622395203,-0.21383461927078068,-0.6811395568541477,-0.6792693203094854,-0.23854512908234854,-0.4120364965088638,-0.13088147759383675,-0.15934743734669873,0.7559261853908464,0.7304410284118426,-0.3927760562711382,-0.4020339291262267,-0.2716596895670796,-0.43154707590744323,0.45825020412040246,0.4144033360644993,-0.3978653118035497,-0.3416952519466235,-0.08990651283626379,-0.0056170559433419715,0.21223080004217923,-0.2032605994791086,-0.349817225836261,0.14276900603826534,-0.06863027987208958,-0.9999999999999996,0.9999999999999994,-0.14424993431877123,-0.2504195221391703,0.9074028464311978,1.0,0.07976908031013207,-0.061268348706187054,0.2526176516022801,0.004677278003597409,-0.26774364554834207,-0.07976944735406799,0.0612688105640708,-0.12374906599240258,0.07768912011885816,0.31123774067317406,0.043957110841395995,0.12331050321585603,-0.3150799855759399,-0.24492044481359532,-0.11356996285863853,-0.05626475241851728,0.18651916040602579,-0.0343063910790763,0.25718555976256957,-0.18724362085461033,0.004899334279785761,-0.18707966355623168,-0.1635085893417927,-0.30096118200340627,-0.22294944763903993,-0.30142019716542007,-0.33726233845980663,0.4302385535872689,0.3755794748116095
"Self-employed, female (% of female employment)",-0.2964207675385724,-0.6356194046607573,-0.5573221017481583,-0.5737914522689693,-0.7169287477122962,-0.6583093606383651,-0.7014976485431657,-0.3055760371676568,0.27737472986946404,-0.200115311046662,-0.5882437172215609,-0.46531551741296046,-0.5187770139449737,0.13684944199017954,0.37320213249831896,-0.7411983062737113,-0.7202402647640106,-0.49828800779491095,-0.2720931727783396,-0.33854579780694816,-0.3337363615322201,-0.3694721190461498,-0.398033935973315,-0.6758236427984999,-0.5461080291258592,-0.12134040077823495,-0.16468221596651816,0.2919805419662554,0.35604145521591196,-0.33401631236564633,-0.12338954994696674,-0.2652256578772731,-0.49907759565823584,0.4098487493734486,0.33655450773928736,-0.3185530293380792,-0.259587706163026,-0.31364326146939814,-0.7634296768853571,-0.3223743090890043,-0.3742024437596455,-0.5592105842895714,-0.04810504442477313,0.043142564979580834,0.9999999999999994,-0.9999999999999994,0.34943088752434476,0.7747277945411665,0.10749201041236528,0.07976908031013207,1.0,0.7292892566311361,-0.215303326441325,0.9965697362949433,0.687345816797319,-0.9999999999991066,-0.7292892235826218,0.8984658515356,0.9178774323631629,0.2856761066165977,-0.3006645869389019,-0.8414218803089698,-0.7375014387715362,0.007015797285314422,0.38823733401991134,0.3222288781169122,0.31338076972634216,0.6966445442928262,0.6469013393262667,0.2998851907046188,0.72228479059058,0.310376525301981,0.6294280109128548,0.3223657758711633,0.3394053972651284,-0.31888497370796404,-0.40002534884208313,0.6182416339786866,0.7302282810310399
"Self-employed, male (% of male employment) (modeled ILO estimate)",-0.24801681821546326,-0.30034069782162176,-0.3026575985053587,-0.29698244660454814,-0.2737577906576358,-0.22249134246083369,-0.25973695451289125,0.16276101552540606,-0.15413138651145683,0.10144169890019193,-0.12943803236553778,-0.21306416515343954,-0.15234079864407546,0.11851591073593089,0.49159764137494727,-0.2907063731925769,-0.3115718101780205,0.0667793523865461,0.18954373445585512,-0.2809117850873934,-0.279324312413187,-0.09119329709552344,-0.09327678269674498,-0.24173068703926925,-0.16304084029799965,-0.08325942021879205,-0.10476747223009328,-0.04841141549194496,0.002894081963178171,0.19170802455281286,0.2608799982929945,-0.11866667155778614,-0.1427341502536464,-0.08724509975589607,-0.10752643895893728,0.21635422433976778,0.14473783579322697,-0.47839108109037154,-0.891326756392546,0.07897618135324766,0.04668891713991145,-0.2710223322831835,-0.018454795504842532,0.2795023923813949,-0.9999999999999996,0.9999999999999992,0.5517014191776561,0.5709389631109615,-0.15354886363950515,-0.061268348706187054,0.7292892566311361,1.0,-0.1758295881979699,0.7460939476403019,0.9780843178561444,-0.7292893433490938,-0.9999999999981712,0.7060594369860889,0.6681586674392526,-0.2016532124320045,-0.31748118395609287,-0.4682537543442746,-0.24499879318104986,0.3285522728423853,0.3360551052573545,0.3695927766592879,0.2699749023457441,0.6644471039624763,0.4509143468757672,0.5576691820960288,0.5664850718468007,0.32564358284725253,0.394298071695129,0.1783027398413964,0.3341962269722132,0.021176211133139732,-0.20486816998419777,0.48787259864691007,0.6636891148642922
Female share of employment in senior and middle management (%),-0.014722862113246983,-0.5708708522477017,-0.6227714984049975,-0.5920947023977227,0.08287051954191733,0.05836324380608882,0.07206350514306332,-0.3772055404714463,0.389948348539682,-0.2230014839610021,-0.5235159290300737,-0.5985145464950146,-0.5504433738306667,0.605253479426166,0.26370823723933395,0.09980164013298286,0.004741011313513062,-0.14994236767965022,-0.515124569915976,-0.4830960850487635,-0.4836930334035583,-0.40988012207826086,-0.4340828156468323,0.03153692396115378,-0.22894253718528057,-0.4372568253317269,-0.5003183169482481,0.4700968411002493,0.4595479753465513,-0.2974009859308282,-0.4507828104261834,-0.3628759615364,-0.19618661896700304,0.3937690047595977,0.3572791873153766,-0.23276240653056007,-0.3485611388028303,0.35832618540714484,0.5789982307600916,0.47049099707225,-0.0710396787499287,-0.4377617336161671,-0.22184637247998654,-0.23450889480895573,-0.9999999999999984,0.9999999999999983,-0.20854723661315389,-0.3683030039992864,0.3835050938040675,0.2526176516022801,-0.215303326441325,-0.1758295881979699,1.0,-0.2512777937419405,-0.22188593182071456,0.21530330696925104,0.17582908203542397,-0.39992860311145734,-0.3716998384175036,0.1288431209848076,-0.4404868624396466,0.3055374835903429,0.036638795157861684,-0.645943768604229,-0.6720355635939442,-0.3498589741470141,-0.5357595434562415,-0.519362880623226,0.01849080277138989,-0.6778378568884237,-0.42464307801286627,-0.5196577217930136,-0.2993897603368073,-0.5551427418815646,-0.3420798469838872,0.3007067252106959,0.05699211625266011,0.2534570662739158,0.06286718583754417
"Vulnerable employment, female (% of female employment)",-0.3057052640446994,-0.6069306065882512,-0.5263170569868296,-0.5420685341473938,-0.7078393975003302,-0.6476576164302361,-0.6917455801363841,-0.27160859477738025,0.2565454835454616,-0.17236474034451008,-0.5519806207063409,-0.4271255157556004,-0.47872053272674436,0.14224490065491552,0.38564299841141514,-0.7290789118752348,-0.7073921552584529,-0.47306430330621335,-0.21608363837766373,-0.32004784620658017,-0.31495785969512974,-0.3128673953433096,-0.3391217762719492,-0.6522075416149433,-0.5021271866312124,-0.10291489810565797,-0.14152447150406627,0.21613563580836845,0.2815726513263234,-0.2910645205551276,-0.07800740872340951,-0.24292621887764684,-0.4643039763169772,0.359414097510905,0.28881058544363447,-0.2693090371577281,-0.2179063629850716,-0.3116614013927448,-0.7607499758228633,-0.32001706428294446,-0.3368602058156339,-0.5315209134142459,-0.0443348027781444,0.06951644530988285,0.9999999999999992,-0.9999999999999991,0.36157494147758373,0.8008213174530368,0.02484554464555635,0.004677278003597409,0.9965697362949433,0.7460939476403019,-0.2512777937419405,1.0,0.7192317055925552,-0.9965697241876085,-0.7460939464988459,0.9141198368375871,0.9221501325312579,0.2479721308124874,-0.3044548866201281,-0.8523283241616855,-0.7162008814229647,0.04470338907314359,0.41773326391370813,0.3352726121226952,0.3087500694446814,0.7181413411443096,0.6357480186122597,0.3343993704949935,0.7376948531803067,0.33402712044326005,0.6468230491135121,0.355271802864236,0.37027489862240404,-0.30144745175059184,-0.3812322563873315,0.5890987838724441,0.7086322154305668
"Vulnerable employment, male (% of male employment)",-0.29425609748778153,-0.21663216315268044,-0.21270052133125972,-0.21001181041382938,-0.2553250266309086,-0.20002825313494554,-0.23939374330470234,0.2075849625350825,-0.22079445494893324,0.12103648013645317,-0.03377825195791826,-0.11051828828625938,-0.0514765637300584,0.19910048689580498,0.5326117360590451,-0.29621848467293904,-0.3155270209835133,0.09624032016190764,0.2719161487919626,-0.22772311839004844,-0.2261550455164553,0.059168155263802175,0.056758177823924075,-0.1835255627114086,-0.07100030154740514,-0.05275416073927478,-0.06750391236720574,-0.2153930010141485,-0.16039248925850932,0.2678567066904036,0.3366649626997641,-0.057880220688194525,-0.04935889055023293,-0.17991339187359878,-0.1901569590610316,0.29729108782279806,0.2159473174364189,-0.4557210685217657,-0.8696524983219883,0.04959263919344784,0.0930368758671684,-0.19210154821046957,-0.04759649305240464,0.2869179141355743,0.9999999999999994,-0.9999999999999993,0.5626499395930719,0.6033673635657899,-0.3375068206010546,-0.26774364554834207,0.687345816797319,0.9780843178561444,-0.22188593182071456,0.7192317055925552,1.0,-0.6873458239410221,-0.9780844142018646,0.7073760083782362,0.6287705403583643,-0.259580952755165,-0.31563595846980896,-0.477729930589851,-0.170772947715392,0.36824340119784993,0.3480868722495414,0.3709940450093692,0.22525422352376626,0.653531049528576,0.3871404672713243,0.5773793132347328,0.5458086628194001,0.3545129212466553,0.41659027051587233,0.23573732178863496,0.37179179500284343,0.08331792832856304,-0.1274069196310522,0.38119774562022407,0.5623157750923414
"Wage & salaried workers, female (% of female employment)",0.29642035532569755,0.6356193185662229,0.5573220408844878,0.5737913451126768,0.7169285838350256,0.658309222362833,0.7014974989032643,0.30557579020532566,-0.2773750436385574,0.20011488907372066,0.5882436338031537,0.4653155223041495,0.5187769493640842,-0.136848883872788,-0.3732027143155897,0.7411982095385691,0.7202402558844989,0.4982879121274192,0.27209311443602024,0.338545818427408,0.33373639993561044,0.36947244367850357,0.3980341809185407,0.6758235828601274,0.5461079860889086,0.12134030299000526,0.1646820077666308,-0.2919808186779616,-0.3560417043712243,0.33401625708203675,0.12338949524555173,0.26522551244807674,0.49907785191073917,-0.4098487786868934,-0.33655448806565935,0.3185528035173376,0.2595877066934291,0.3136441827217728,0.7634301622683041,0.3223732899768986,0.37420134617158396,0.5592109760147633,0.04810498714691304,-0.04314300281744164,-0.999999999999999,0.9999999999999989,-0.34943081329625775,-0.7747279411891462,-0.10749215583901421,-0.07976944735406799,-0.9999999999991066,-0.7292893433490938,0.21530330696925104,-0.9965697241876085,-0.6873458239410221,1.0,0.7292893103003043,-0.8984658988393078,-0.9178774571386482,-0.28567587258985444,0.3006647983220554,0.841421933457708,0.7375015418913059,-0.007015831768662443,-0.3882375548452613,-0.32222885643746413,-0.3133807714351307,-0.6966445087016924,-0.6469013279625313,-0.29988525248765324,-0.7222848855065688,-0.3103764820241682,-0.6294280142941185,-0.32236574199196005,-0.33940536332110555,0.3188852454039863,0.40002573907440503,-0.6182419724249948,-0.7302285580126251
"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",0.24801703228917546,0.30034130910406304,0.3026582059415736,0.29698302897858575,0.2737580121916244,0.22249147585088036,0.2597371381045412,-0.16276091805594758,0.1541308280944899,-0.10144185327973824,0.1294385503262249,0.21306472054960357,0.1523413101932846,-0.11851583834625588,-0.49159755247781306,0.29070668835273067,0.3115721187386281,-0.06677924829970514,-0.18954381993444855,0.2809127487506993,0.2793252712211492,0.09119339890235344,0.09327682423652828,0.24173053338149697,0.16304063704282867,0.08326107954404834,0.10476899831769133,0.048411304375629474,-0.002894164860627604,-0.19170791223565542,-0.2608797867539009,0.11866647086790864,0.14273438368435684,0.08724463993433745,0.10752608606339667,-0.21635410572221594,-0.14473724038423885,0.47839103876981476,0.8913267383529863,-0.0789765038248139,-0.04668862717660931,0.27102257371324123,0.018455417222164965,-0.279501649462915,0.9999999999999996,-0.9999999999999992,-0.5517011683664174,-0.5709390207346604,0.15354924914790563,0.0612688105640708,-0.7292892235826218,-0.9999999999981712,0.17582908203542397,-0.7460939464988459,-0.9780844142018646,0.7292893103003043,1.0,-0.7060594261253714,-0.6681587271977301,0.20165310255934765,0.31748166690188306,0.4682538495691553,0.24499877768331496,-0.3285522002519824,-0.3360554299354731,-0.369592757795392,-0.26997466960418887,-0.6644468553739787,-0.45091437533201345,-0.5576691220792404,-0.5664853475153528,-0.3256435825999609,-0.39429829117678616,-0.17830255048698948,-0.334196679694742,-0.02117677743489591,0.20486790073222755,-0.4878727193321665,-0.6636893991365832
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",-0.3656196051739512,-0.33231536375503373,-0.24951915411332962,-0.27126587913509254,-0.5969056210414145,-0.5144719729685564,-0.5691386602699166,-0.059860645104442514,0.16812248361674467,0.02185163482520919,-0.28093196045464547,-0.14004731751096774,-0.20373614999479672,-0.09915587130220195,0.16018224302935036,-0.5551254645980324,-0.5220814985486739,-0.2719801827953294,0.05288710606075725,-0.18853974458460115,-0.18671280377839614,-0.021243036474595765,-0.05771604298533873,-0.44778168305029603,-0.24029703287257748,0.006379057471317902,0.016926055406010384,-0.02628651949734022,0.05054689955461479,-0.13868578842525203,0.07712643441130049,-0.1533553025714722,-0.23050886531711473,0.13070584781152353,0.08377797345435163,-0.007678216043244743,0.009984493795040548,-0.18407281274081003,-0.5978884124237134,-0.3585815957159885,-0.253721342132207,-0.3644041223488531,0.07151543089903739,0.22496479813976453,0.9999999999999993,-0.9999999999999992,0.3659268132383355,0.926801489025037,-0.12850841099717322,-0.12374906599240258,0.8984658515356,0.7060594369860889,-0.39992860311145734,0.9141198368375871,0.7073760083782362,-0.8984658988393078,-0.7060594261253714,1.0,0.9083492147175105,0.0663745208139758,-0.3006011364502515,-0.9051466651702994,-0.5549315460908646,0.1580593980671461,0.3883496612958321,0.2777014152203115,0.16639697109577903,0.7646314383211429,0.5397606656141214,0.41132076203794277,0.6194859013799834,0.32145946217000804,0.6107380171806046,0.5229383296357334,0.5526296968742596,-0.4123454751678065,-0.4542433048095835,0.40756671225888397,0.5748242920056564
"Contributing family workers, male (% of male employment) (modeled ILO estimate)",-0.3010395942666694,-0.45185692526001164,-0.368658967582827,-0.3890991141394968,-0.6226178609162908,-0.5493940805440501,-0.5978397529348182,-0.1730273497414229,0.306392281063311,-0.03500259124878541,-0.4105886807834672,-0.25543000401545907,-0.32793794934815207,-0.06852250064694937,0.16499126295239533,-0.6201706955893493,-0.574850403963125,-0.36061989417900325,-0.03598587117130694,-0.2259579349968501,-0.22284941640272604,-0.2951655204143078,-0.31942146150263995,-0.5394580596589773,-0.3375721312872495,-0.10759128852072855,-0.10019761142916431,0.09036035555170427,0.1458346349065137,-0.20974540546340675,0.019096754887326962,-0.2960508207293546,-0.3899452349425684,0.282854906213684,0.1676126757243537,-0.1222504929386257,-0.10160151079620326,-0.25658214004689495,-0.6661516230890724,-0.3635842787240356,-0.33901686650901924,-0.5448235116232303,0.16914476378550664,0.1630122392829277,0.9999999999999993,-0.9999999999999994,0.2741157826811704,0.8271876436415081,0.009508905474421247,0.07768912011885816,0.9178774323631629,0.6681586674392526,-0.3716998384175036,0.9221501325312579,0.6287705403583643,-0.9178774571386482,-0.6681587271977301,0.9083492147175105,1.0,0.15915262922981294,-0.3880649591387816,-0.8446645727880759,-0.7589924749593068,0.12107354132548315,0.4876673306875787,0.2944174858561481,0.23506029561312367,0.7690354875913501,0.5785948659684393,0.39083969597198487,0.7328251325865353,0.3442105141245499,0.6030700462457396,0.4482936908381642,0.5009813691759094,-0.42559390827576826,-0.42329895859257494,0.5809483914701156,0.6635454241146879
"Employment in industry, female (% of female employment)",0.03209932099480523,-0.5461380959482394,-0.4549662135767139,-0.49695425274682725,-0.6622429499658592,-0.7091976061836903,-0.6927552735927192,-0.8448967210003829,0.34868793393372766,-0.7493042701602656,-0.7052545200869936,-0.49014067653922105,-0.6296831459572395,0.04435477237378355,-0.5899409639834672,-0.6681709547898431,-0.649110003794653,-0.6941264906388871,-0.6937931953538673,-0.18486571156603537,-0.19262943770048127,-0.37816128248969777,-0.40510629374627904,-0.6014005590693973,-0.6363263459517493,-0.12236104310544589,-0.22619143914801648,0.5067793497503179,0.5082413729614288,-0.6337973350685446,-0.5148182211632635,-0.09405637194594138,-0.5351765254594426,0.6430629023836774,0.6132703124277283,-0.7211900800858013,-0.41747028165415123,0.5838576403996649,0.30687108681012715,-0.6767104092828423,-0.7071749059339494,-0.6664143655636625,-0.05091012636415023,-0.44870318755410254,0.9999999999999996,-0.9999999999999994,0.005649651809955043,-0.05524549275134839,0.4719025832780693,0.31123774067317406,0.2856761066165977,-0.2016532124320045,0.1288431209848076,0.2479721308124874,-0.259580952755165,-0.28567587258985444,0.20165310255934765,0.0663745208139758,0.15915262922981294,1.0,0.11081722742976592,-0.31587047604686347,-0.5156162876534607,-0.6135508041998122,-0.041000843887609245,-0.07661109935753925,0.20397304345873088,-0.043692070333563766,0.4492269685713741,-0.48209221391175694,0.17962656948446734,-0.0541700850734588,0.2764806321215022,-0.3018566761328855,-0.516827187074185,-0.43969090010075335,-0.35462310919702916,0.4027503155572299,0.26189130503457225
